"words"	"Freq"
"1046"	1
"-1046"	1
"10-46)"	1
"10467"	1
"10/47"	1
"(1047-19"	1
"(10/474"	1
"10-48"	1
"10/48"	1
"10/48)"	1
"(104)centre"	1
"(104mg/0"	1
"10(4)/mm3"	1
"104 mm × 55 mm × 60 mm"	1
"(104)research"	1
"<10(-5)"	1
">10(5)"	1
"-10(-5)"	1
"(+105%"	1
"[105"	1
"10(-5))"	1
"10(-5)]"	1
"(1050"	1
"(10/50"	1
"10-50)"	1
"10-50%"	1
"1050-a"	1
"1050 μg/d"	1
"-1051"	1
"(1051"	1
"(10/51"	1
"105-118)"	1
"(105/138)"	1
"105-175"	1
"(105/182)"	1
"1052"	1
"(10/52)"	1
"105-215"	1
"105-2314-b-006-059-my3"	1
"105/239"	1
"1053)"	1
"105330c>t"	1
"(105/381)"	1
"(10/54)"	1
"105(4)"	1
"1054)"	1
"10-55"	1
"1055/a-0635-8453"	1
"1055/s-0029-1243943"	1
"1055/s-0030-1247447"	1
"1055/s-0031-1275513"	1
"1055/s-0031-1280436"	1
"1055/s-0032-1310019"	1
"1055/s-0032-1328064"	1
"1055/s-0033-1350702"	1
"1055/s-0033-1350824"	1
"1055/s-0033-1350890"	1
"1055/s-0034-1382884"	1
"1055/s-0034-1383168"	1
"1055/s-0035-1546052"	1
"1055/s-0035-1558239"	1
"1055/s-0041-109769"	1
"1055/s-0042-101026"	1
"1055/s-0042-104288"	1
"1055/s-0042-111010"	1
"1055/s-0042-115566"	1
"1055/s-0043-100107"	1
"1055/s-2003-43477"	1
"1055/s-2005-836868"	1
"1055/s-2007-1022341"	1
"1055/s-2007-1022948"	1
"1055/s-2007-1023611"	1
"1055/s-2008-1026636"	1
"1055/s-2008-1036242"	1
"1055/s-2008-1036285"	1
"1055/s-2008-1036487"	1
"(10/56"	1
"105-610)"	1
"1056/nejm194903312401306"	1
"1056/nejm195601052540103"	1
"1056/nejm196711302772202"	1
"1056/nejm198802253180810"	1
"1056/nejm199408043310507"	1
"1056/nejm200107263450407"	1
"1056/nejmcp1000274"	1
"1056/nejmicm066574"	1
"$1058"	1
"1059"	1
"(105)data"	1
"(10-5m)"	1
"10-5 m"	1
"10-5-mhz"	1
"(105)population"	1
"(106%"	1
"1060"	1
"10-60"	1
"(10/61)"	1
"10(-6)-10(-4)"	1
"(106/117"	1
"10614"	1
"[(106±18)"	1
"1061ae"	1
"106-240)"	1
"(1063"	1
"(106/36)"	1
"1064"	1
"106583"	1
"1067"	1
"(10/67)"	1
"10-67%"	1
"10-69"	1
"106a"	1
"-106b-3p"	1
"(106)centre"	1
"(106)institute"	1
"106/ml)"	1
">10(-7)"	1
"(107)"	1
"10-7"	1
"10(7))"	1
"10⁻⁷"	1
"107-0"	1
"1071)"	1
"(10(-7)-10(-5)"	1
"(10(-7)-10(-6)"	1
"107/113"	1
"107-114)"	1
"1072"	1
"107(2"	1
"10724"	1
"107/257"	1
"1073"	1
"(1073"	1
"1073)"	1
"(107/308)"	1
"107 321"	1
"1076"	1
"10/78"	1
"1079"	1
"(1079"	1
"107*aa/ag/gg"	1
"10(7)/animal)"	1
"(107)irccs"	1
"(10-7m)"	1
"10-7m"	1
"10(-7)mol/l"	1
"(107)south"	1
"×10−8)"	1
"10-8)"	1
"10(8)"	1
"10⁻⁸"	1
"1080/00016340600603577"	1
"1080/00016340600609061"	1
"1080/00016340600609103"	1
"1080/0031302031000152865"	1
"1080/01443610252971320"	1
"1080/0144361031000122750"	1
"1080/01443610310001609551"	1
"1080/01443610400019203"	1
"1080/01443610410001653399"	1
"1080/01443610410001653407"	1
"1080/01443610410001661093"	1
"1080/01443610410001696978"	1
"1080/01443610500050991"	1
"1080/01443610500211825"	1
"1080/01443610500294615"	1
"1080/01443610500338396"	1
"1080/01443610601076150"	1
"1080/01443610701269259"	1
"1080/01443610701359548"	1
"1080/01443610701362914"	1
"1080/01443610701467788"	1
"1080/01443610802247352"	1
"10-81%)"	1
"108(10)"	1
"(10(-8)-10(-4)"	1
"−1082"	1
"1082a/g"	1
"-1082g/a"	1
"(−1082)g>a"	1
"1082g/a"	1
"108+/-35"	1
"[108/363]"	1
"1085)"	1
"1085435"	1
"(1087"	1
"108-8639"	1
"1089/gyn"	1
"(108)mrc"	1
"(10+/-8)was"	1
"10-9"	1
"10-9)"	1
"10/9"	1
"(10/90"	1
"1090-brussels"	1
"1091"	1
"(1091"	1
"(10(-9)-10(-7)"	1
"109/112"	1
"(109/113)"	1
"1092"	1
"(10/93)"	1
"1093/bja/73"	1
"1093/humrep/10"	1
"1093/humrep/deh045"	1
"1093/humupd/3"	1
"1093/humupd/8"	1
"1093/jnci/83"	1
"1093/jnci/91"	1
"1093/qjmed/hcr175"	1
"1093/rheumatology/kel188"	1
"1097/00000658-192712000-00014"	1
"1097/00000658-193511000-00003"	1
"1097/00000658-194111000-00007"	1
"1097/00000658-195004000-00005"	1
"1097/00000658-195505000-00006"	1
"1097/00000658-196006000-00013"	1
"1097/00000658-196006000-00014"	1
"1097/00000658-196306000-00016"	1
"1097/00001648-199303000-00009"	1
"1097/00003081-195806000-00014"	1
"1097/00003081-196109000-00015"	1
"1097/00003081-196606000-00006"	1
"1097/00003081-196606000-00007"	1
"1097/00003081-196606000-00009"	1
"1097/00003081-196703000-00020"	1
"1097/00003081-196909000-00011"	1
"1097/00003081-197206000-00018"	1
"1097/00003081-197406000-00004"	1
"1097/00003081-197903000-00010"	1
"1097/00003081-198012000-00035"	1
"1097/00003081-198112000-00020"	1
"1097/00003081-198703000-00032"	1
"1097/00003081-198812000-00003"	1
"1097/00003081-198812000-00013"	1
"1097/00003081-198906000-00017"	1
"1097/00003081-199003000-00023"	1
"1097/00003081-199606000-00018"	1
"1097/00003081-200209000-00014"	1
"1097/00003081-200312000-00012"	1
"1097/00004347-198301000-00002"	1
"1097/00004347-200101000-00008"	1
"1097/00004347-200201000-00019"	1
"1097/00005721-198809000-00004"	1
"1097/00005721-199201000-00019"	1
"1097/00006205-199406000-00014"	1
"1097/00006250-198906000-00019"	1
"1097/00006254-197203000-00001"	1
"1097/00006254-198409000-00001"	1
"1097/00007611-194702000-00014"	1
"1097/00007611-194903000-00014"	1
"1097/00007611-195106000-00013"	1
"1097/00007611-195409000-00011"	1
"1097/00007611-196011000-00014"	1
"1097/00007611-196408000-00016"	1
"1097/00007611-199211000-00028"	1
"1097/aog"	1
"1097/grf"	1
"1097/maj"	1
"(10)98"	1
"10-98"	1
"1099"	1
"(109)department"	1
"10(9)/l)"	1
"(109)princess"	1
"109 μm)"	1
"(10(9) cfu/ml)"	1
"10a"	1
"(10)andrologicum"	1
"(10)aoor"	1
"(10)bone"	1
"(10)cesp"	1
"(10)chief"	1
"(10)clinique"	1
">10cm"	1
"(>10 cm)"	1
"10 cm"	1
"(10d"	1
"10-day"	1
"(10)emmes"	1
"(10)endometriosezentrum"	1
"10-fache"	1
"(10)farr"	1
"(10)group"	1
"10gy"	1
"(10)gynecologic"	1
"10h"	1
"(10)histopathology"	1
"(10)hospital"	1
"(10)human"	1
"10-individual"	1
"(10)inra"	1
"(10)istanbul"	1
"(10)j"	1
"10-jähriger"	1
"(10)james"	1
"(10 kda"	1
"10-kda"	1
"10/kgfr"	1
"10 µm"	1
"10 mcg"	1
"10-mg"	1
"<10 mg/dl"	1
"10mg/kg"	1
"10mg/kgbw/d"	1
"10-mg/kg/day"	1
"10mg/kg/day"	1
"(10)michael"	1
"10-minute"	1
"<10miu/ml"	1
"10ml/kg"	1
"10ml/kgbw/d"	1
"(≥10mm)"	1
"10 mm"	1
"10 mm2"	1
"10 mm3 ± 29"	1
"10 months"	1
"(10)mrc"	1
"10 ng/ml"	1
"(10)nuffield"	1
"(10)oxford"	1
"10p"	1
"10p12"	1
"(10)pathology"	1
"(10)patient"	1
"(10-plex)"	1
"10-plex"	1
"10-plex-elisa"	1
"(10)professor"	1
"10q11"	1
"(10q23"	1
"10q23-26"	1
"(10)school"	1
"1-0-serine/threonine"	1
"1----0-ser/thr"	1
"(10)servei"	1
"10=severe"	1
"(10)stanford"	1
"<10th%"	1
"10=unbearable)"	1
"(10)università"	1
"10-veres"	1
"(10)wellcome"	1
"10--with"	1
"10 wt%"	1
"10x"	1
"10x)"	1
"(10)yale"	1
"10-year-history"	1
"(10 μg/kg)"	1
"10 μg/ml"	1
"10 μg/ml"	1
"(10 μmol/kg)"	1
"(10μmol/l"	1
"10 μmol/l"	1
"10 742"	1
"10 days"	1
"(10 days)"	1
"10 jahre"	1
"(> 10 k"	1
"10 liters"	1
"10 mg/kg)"	1
"(10 mg·kg-1"	1
"(10 mg/kg/d"	1
"10 mg/l"	1
"10 min"	1
"10 µmol/l"	1
"≥10 ng/ml"	1
"10 ng/ml"	1
"10 nmol/l"	1
"(10) non-steroidal"	1
"10 pmol/l"	1
"10 prozent"	1
"10 to"	1
"10 week"	1
"10 weeks"	1
"<10 years"	1
"(10 μm)"	1
"10 ± 120"	1
"10 = worst"	1
"<11"	1
"=11)"	1
"≥11%)"	1
"(1-1"	1
"(1/1)"	1
"[(11"	1
"[11%]"	1
"*11"	1
"∼11"	1
"1-1%"	1
"1/1"	1
"1 × 1"	1
"11)%"	1
"<1/10"	1
"<110)"	1
">110"	1
"(1/10)"	1
"1-10)"	1
"1-10%"	1
"1/10)"	1
"11%/-0"	1
"11 ± 0"	1
"<1/100"	1
"(1100"	1
"1-100)"	1
"1/1000"	1
"110001"	1
"110012"	1
"110025"	1
"110029"	1
"110057"	1
"1-100 mm"	1
"1101"	1
"1-101"	1
"110±1"	1
"1 × 10-19)"	1
"1102"	1
"(1-102)"	1
"1+/-102"	1
"1102-11"	1
"110-217)"	1
"[(110±25)"	1
"1102-5"	1
"1103-4"	1
"(1/1/05"	1
"1-105"	1
"1105-11"	1
"1 × 10-6)"	1
"1107"	1
"=11078)"	1
"(1-108"	1
"1 × 10-8"	1
"(11088"	1
"$1109"	1
"-110a/g"	1
"110-day"	1
"-110g/a"	1
"1-10 nm"	1
"(110)unit"	1
"110 min"	1
"(1-11"	1
"(1-11)"	1
"(11+/-1"	1
"$111"	1
"1%/11"	1
"11(1)"	1
"11[1"	1
"11+/-1"	1
"11±1"	1
"11-10"	1
"11/104"	1
"(1111"	1
"(11/11)"	1
"1-111"	1
"1111/aogs"	1
"1111/ced"	1
"1111/ijd"	1
"[11/12]"	1
"11%-12%"	1
"111(2"	1
"1112)"	1
"111-25"	1
"1113"	1
"[11-13]"	1
"11-130"	1
"111+/-36"	1
"(11-14%)"	1
"(11/14"	1
"(11/14)"	1
"11-14)"	1
"11-14%"	1
"(11/141)"	1
"(11/143)"	1
"11-14th"	1
"11-15"	1
"11/15)"	1
"(11/151"	1
"11/16"	1
"(11/160)"	1
"11/168"	1
"(11/17"	1
"(11/17)"	1
"11-17)"	1
"11/17"	1
"(11/18"	1
"(11/18)"	1
"1118a>t)"	1
"1119"	1
"(11/19"	1
"(11/19)"	1
"11-19"	1
"11/19"	1
"11%-19%"	1
"11198"	1
"(111)department"	1
"(111)division"	1
"111indium"	1
"111indium-labeled"	1
"1-11qter"	1
"1-12)"	1
"1·12"	1
"1±12"	1
"11(2)"	1
"(11-20"	1
"1-120"	1
"1-120)"	1
"11/20)"	1
"1/1/2007"	1
"11/2017"	1
"11203"	1
"11-20-year"	1
"(11/21"	1
"11/21"	1
"112/100"	1
"112-121)"	1
"112-121]"	1
"112/186"	1
"11219"	1
"112/193"	1
"(11/22)"	1
"11-22"	1
"1123"	1
"(11/23"	1
"(1124"	1
"(11/24)"	1
"1-124"	1
"112(4"	1
"1124-bp"	1
"1125"	1
"(1125"	1
"(11/25"	1
"(11/25)"	1
"(11/26)"	1
"1127"	1
"1-127"	1
"112·7"	1
"11-275)"	1
"1128"	1
"(11/28)"	1
"11/28"	1
"1129"	1
"(112)department"	1
"(112)unit"	1
"(1-12 days)"	1
"(113)"	1
"[(113"	1
"[1/13])"	1
"1/13"	1
"1·13"	1
"1+/-13%"	1
"1±13"	1
"113/114"	1
"11-3159"	1
"11317"	1
"113-179)"	1
"1-132)"	1
"1132)"	1
"11324"	1
"1133-1140"	1
"1133-1141"	1
"1-134)"	1
"1134-1135"	1
"(11/35)"	1
"11-35)"	1
"11-35%"	1
"11/36"	1
"1136/bcr-2012-007526"	1
"1136/jcp"	1
"1136/jramc-138-01-04"	1
"1136/pmj"	1
"1-137)"	1
"1138"	1
"11/38"	1
"(1139"	1
"(11/39)"	1
"1139a > g"	1
"(113)department"	1
"(11)3rd"	1
"(113)vasa"	1
"(11±4"	1
"1-14)"	1
"11-4"	1
"(11/40)"	1
"11-40"	1
"(11/41)"	1
"11-41)"	1
"114/114"	1
"114-123"	1
"(114/134)"	1
"114/144"	1
"[11/42"	1
"114(2)"	1
"114-210"	1
"114-234"	1
"114/255"	1
"1-143"	1
"11431"	1
"1143-53"	1
"(11/44)"	1
"(114/480)"	1
"1145"	1
"11/45)"	1
"1145m"	1
"1147-1173"	1
"1148"	1
"1148-55"	1
"1148/radiol"	1
"11-49"	1
"(114)estonian"	1
"(114)survey"	1
"=115)"	1
"(1-15"	1
"(1-15)"	1
"(115)"	1
"1/15"	1
"11-5"	1
"11/50"	1
"11501]"	1
"(11/51"	1
"1+/-151"	1
"115(11)"	1
"115-122)"	1
"(11/5154"	1
"115-156"	1
"11(52%)"	1
"115(2)"	1
"11521"	1
"1152–1157"	1
"€115-€225"	1
"(115-250"	1
"11527"	1
"(115/338)"	1
"(-1154"	1
"115446"	1
"115(48)"	1
"-1154a/a"	1
"1/155"	1
"115-584)"	1
"11574"	1
"1157637131"	1
"1158-1166"	1
"1159/000052863"	1
"1159/000052864"	1
"1159/000052865"	1
"1159/000052866"	1
"1159/000052867"	1
"1159/000052868"	1
"1159/000292556"	1
"1159/000292558"	1
"1159/000293141"	1
"(115)division"	1
"115fet"	1
"115(suppl"	1
"115t"	1
"115t>c"	1
"115th"	1
"115 ± 46 min"	1
"(116"	1
"(1/16)"	1
"(11/6"	1
"1-16)"	1
"1/16"	1
"116%"	1
"1160"	1
"(116/1580"	1
"116-171)"	1
"116-203)"	1
"116(3)"	1
"(116±35)"	1
"116/369)"	1
"1164"	1
"116/465"	1
"1164/rccm"	1
"1165"	1
"1165-9"	1
"11662"	1
"1167"	1
"116-7"	1
"1168"	1
"11-68"	1
"1169"	1
"11694452"	1
"11694678"	1
"11695727"	1
"11695902"	1
"11696557"	1
"(116)oxford"	1
"116 429"	1
"+117"	1
"1/17"	1
"11±7"	1
"117)"	1
"1170"	1
"11703007"	1
"11707411"	1
"11-7082"	1
"11-7085-treated"	1
"-1171"	1
"1172"	1
"117/391"	1
"(1/174"	1
"1-174)"	1
"(11/75)"	1
"117597"	1
"1→176"	1
"1176/appi"	1
"1177/0009922809338283"	1
"1177/028418516600400509"	1
"1177/106689690000800310"	1
"1177/1066896910362081"	1
"1177/229255030401200202"	1
"1179"	1
"1179)"	1
"11794-8091"	1
"(117)division"	1
"117 401"	1
"(1/18"	1
"[1(<18"	1
"1±18"	1
"1 ± 18"	1
"11-8"	1
"11+/-8"	1
"118%"	1
"(1180 ml"	1
"(118/150)"	1
"11818"	1
"118-21"	1
"118(3)"	1
"11/848"	1
"1186"	1
"1186/1477-7827-4-s1-s2"	1
"1186-91"	1
"1188"	1
"1188/08"	1
"1189"	1
"(1189"	1
"1-189"	1
"(118)econometric"	1
"118 pg/ml"	1
"(1/19)"	1
"1-19)"	1
"1?19"	1
"11·9"	1
"(11(9)/1-20(9)/1)"	1
"119/143"	1
"1-192)"	1
"1192c>t)"	1
"1192t"	1
"1195"	1
"-1195a>g"	1
"11-97%"	1
"11974"	1
"1198"	1
"(119)laboratory"	1
"(11)art"	1
"(11)atlanta"	1
"*1/*1b"	1
"(11)bahceci"	1
"11beta-[4-(heteroaryl)phenyl]-substituted"	1
"11beta-dimethyl-amino-phenyl"	1
"(11betahsd1)"	1
"11beta-hydroxysteroid"	1
"(11)campus"	1
"(11)cancer"	1
"(11)case"	1
"(11)center"	1
"(11)clinical"	1
"11cm"	1
"(11)cnrs"	1
"(11)collage"	1
"[11c]vorozole"	1
"11-day-old"	1
"(11)director"	1
"(11)endometriosis"	1
"(1)1epidemiology"	1
"(11)gally"	1
"(1)1ginteam"	1
"11 µg/l"	1
"(11)gustave"	1
"(11)gynäkologische"	1
"(11)harvard"	1
"(11)head"	1
"(11)health"	1
"(11)igenomix"	1
"(11)inserm"	1
"(11)k"	1
"(11)macau"	1
"(11)medical"	1
">11mm"	1
"11-mm"	1
"11 ng/ml)"	1
"(11)nuffield"	1
"11p"	1
"(11%/patient"	1
"(11)priority"	1
"(11)program"	1
"11q12"	1
"(11)qimr"	1
"(11)queensland"	1
"11-trine-3-one-[17"	1
"(11)university"	1
"(11)vanderbilt"	1
"11-week"	1
"(11)wellcome"	1
"(11)yale"	1
"11years"	1
"(11 years)"	1
"11-years"	1
"(11z)"	1
"11β-4-dimethylaminophenyl-17β-hydroxy-17α-propinyl-4"	1
"11β-hydroxysteroid"	1
"11β-pgf2"	1
"11β-pgf2α"	1
"11 mm"	1
"11 seromucinous"	1
"~12%"	1
"- 12"	1
"-12)"	1
"(<12"	1
"(-12%)"	1
"(±12"	1
"[12]"	1
"%12"	1
"+12%"	1
"1-2]"	1
"1·2]"	1
"1(2)"	1
"1%-2"	1
"1%/2"	1
"1 × 2"	1
"12)%"	1
">120"	1
"(1-20"	1
"1/20)"	1
"1·20"	1
"1+/-20"	1
"1±20"	1
"12±0"	1
"(1200"	1
"12000"	1
"12003"	1
"1200/jco"	1
"(1201"	1
"120-130"	1
"1/2016"	1
"1202"	1
"120-2"	1
"[120-210]"	1
"1202-6"	1
"(120-300)"	1
"1204"	1
"12041"	1
"(120±5"	1
"120-650"	1
"≥120 days"	1
"(120)genetic"	1
"120-h"	1
"120mcg"	1
"120min"	1
"120 min"	1
"120ml"	1
"120th"	1
"120 weeks"	1
"120 min"	1
"120 min)"	1
"120 months"	1
"1/21"	1
"12+/-1"	1
"1210"	1
"12/100"	1
"(12/101)"	1
"12×10(-4))"	1
"1210/jcem-70-6-1496"	1
"12×11"	1
"12-114"	1
"(12-116)"	1
"121/171"	1
"1211cathy@yahoo"	1
"12-12"	1
"12/12"	1
"(121/206)"	1
"12/121"	1
"12/12/2007)"	1
"12125"	1
"(12-13"	1
"1213(38%)"	1
"(12/14)"	1
"12%-14%"	1
"12-14/40"	1
"1215"	1
"(12-15"	1
"12-157 months)"	1
"(12/15-hepe)"	1
"12/15-hepe"	1
"12/15-hydroxyeicosapentaenoic"	1
"12/15-lipoxygenase"	1
"(12/15-lox)-knockout"	1
"12/15-lox-pathway"	1
"(12-16)"	1
"(12/16)]"	1
"12/16"	1
"12-163"	1
"(12-166)"	1
"(12/17"	1
"12-17"	1
"12/17"	1
"12-179]"	1
"(12-18"	1
"(12/18)"	1
"(12/19)"	1
"12-19"	1
"12-19)"	1
"(121)interfaculty"	1
"(121 ± 97"	1
"(1/22)"	1
"1/22"	1
"1/2-2"	1
"1/22)"	1
"1 ± 22"	1
"(12/20"	1
"12/2017"	1
"1→221"	1
"12/21"	1
"12-213"	1
"(12/215)"	1
"12-216"	1
"1222"	1
"(12/22)"	1
"122‑2"	1
"(12/2299)"	1
"12-23"	1
"12/23"	1
"122-3"	1
"(122/341"	1
"(12-24"	1
"1224-35"	1
"12246"	1
"1225"	1
"12-25"	1
"12-25%"	1
"1225-1231"	1
"1226"	1
"12-260)"	1
"(12/27)"	1
"(12/28)"	1
"1229"	1
"(122)school"	1
"(12)3"	1
"1-23"	1
"1/2/3"	1
"12(3)"	1
"12-30"	1
"12/30"	1
"123-0"	1
"(12-300)"	1
"123031"	1
"(12-30 ml)"	1
"(12-31)"	1
"12/31/05)"	1
"123-127"	1
"(123/206"	1
"123-237"	1
"123-3"	1
"123/304"	1
"123(38"	1
"[1][2][3][4]"	1
"12-34%"	1
"12-34%]"	1
"1234)"	1
"1235"	1
"(123/510)"	1
"123/510)"	1
"12/36"	1
"(12/362)"	1
"12/364"	1
"1237"	1
"12-37%"	1
"12/37"	1
"12%-37%"	1
"(12/372"	1
"(12/38)"	1
"12-39"	1
"1239/5897"	1
"12-398)"	1
"(123)hunter"	1
"(12)3rd"	1
"[1][2][3] given"	1
"[1][2][3] still"	1
"(1/24)"	1
"1-24)"	1
"1-24%"	1
"1 ± 24"	1
"1240"	1
"(1240"	1
"12-40"	1
"12-40%)"	1
"1241"	1
"(12/41)"	1
"[(124±12)"	1
"(124/150)"	1
"1242"	1
"1-242)"	1
"(124±30)"	1
"12-44"	1
"1246"	1
"(12/46)"	1
"124 654"	1
"124-767)"	1
"1248"	1
"(12/48)"	1
"(124)centre"	1
"_124g/a"	1
"_124g/a)"	1
"12-4-mhz"	1
"(>125"	1
"(12±5"	1
"[125"	1
"1/25"	1
"12 - 5"	1
"125)]"	1
"125%)"	1
"1250"	1
"1251"	1
"(1251"	1
"(125/268)"	1
"12-53)"	1
"125 <30u/ml"	1
"125)≥30units/milliliter"	1
"125 < 35 u/ml"	1
"125 ≥ 35 u/ml"	1
"12-54"	1
"1255"	1
"1256"	1
"12-56)"	1
"125+/-62"	1
"1258"	1
"1258/002367782780891660"	1
"1258/jrsm"	1
"(12/59)"	1
"125-e1a"	1
"125i)"	1
"125i-fsh"	1
"125-ii"	1
"[125i]igfbp-3"	1
"[125i]igf-ii"	1
"125i-labeled"	1
"(125)i-labelled"	1
"([(125)i]srhil-1rii)"	1
"[(125)i]srhil-1rii"	1
"(125nm)"	1
"(125)south"	1
"125 < 30"	1
"125 ≥ 30"	1
"=126)"	1
"@126"	1
"126])"	1
"1260"	1
"12-60)"	1
"1261"	1
"126-1"	1
"126(10)"	1
"(126/183)"	1
"126/198"	1
"1262"	1
"(1262"	1
"12622"	1
"126/232"	1
"1264"	1
"12/64"	1
"(126/457"	1
"1264-7"	1
"12/65"	1
"12659/msm"	1
"(12-67)"	1
"1267-1275"	1
"1267-71"	1
"1269"	1
"1269-72"	1
"(126)department"	1
"126)/kg"	1
"(127"	1
"(1/27)"	1
"1-27"	1
"1·27)"	1
"1±27"	1
"12-7"	1
"1270"	1
"(1271"	1
"(127/176)"	1
"(127/190)"	1
"127/203"	1
"127/219)"	1
"(12/73)"	1
"1276"	1
"1277"	1
"(12774"	1
"(12-78"	1
"12780"	1
"(127)department"	1
"127 patients"	1
"=$128"	1
"(128%"	1
"1/28"	1
"1280"	1
"12800"	1
"1281)"	1
"128-13"	1
"(1281/4870)"	1
"(128/152"	1
"12/83"	1
"128-3"	1
"128(4)"	1
"(128/405)"	1
"1285"	1
"12-85)"	1
"12-86)"	1
"1287"	1
"1289/ehp"	1
"1289/ehp3802"	1
"(128)department"	1
"1<29"	1
"1-29)"	1
"1/29"	1
"129%"	1
"(1290"	1
"129±0"	1
"1292"	1
"(129/3113)"	1
"1294"	1
"=1295)"	1
"1296"	1
"(12/96)"	1
"12-98"	1
"1298c > t)"	1
"1299"	1
"(129b2+/-"	1
"129b2+/+"	1
"(129)diabetes"	1
"129s6"	1
"1/2(alpha)"	1
"(12)amedes"	1
"1/2(beta)"	1
"(12)brigham"	1
"(12)cancer"	1
"(12)centre"	1
"(12)centro"	1
"(12)chairman"	1
"12cm"	1
"12 cm"	1
"(12)cognitive"	1
"(12)competence"	1
"(12)decode"	1
"12-dhet"	1
"12-dimethylbenz(alpha)anthracene"	1
"(12)endoscopica"	1
"(12)gunes"	1
"12 h"	1
"12-hete"	1
"(12)human"	1
"1-2-hydroxymethyl"	1
"(12)l"	1
"1/2-life"	1
"12-mo"	1
"(12-month"	1
"12-month-old"	1
"12months"	1
"12-myristate"	1
"12-myristate-13-acetate"	1
"(12)national"	1
"(12)nezhat"	1
"12 nm"	1
"12-o-tetradecanoylphorbol-13-acetate"	1
"12p)"	1
"12-pro"	1
"(12)professor"	1
"12)(q13"	1
"12q14 ~ 15"	1
"(12q15)"	1
"1-2q37"	1
"(12)scientific-clinical"	1
"(12)service"	1
"12(s)-hete"	1
"(12th"	1
"12th-15th"	1
"(12)the"	1
"(12)unit"	1
"(12)universitätsklinik"	1
"(12)université"	1
"(12)university"	1
"(12)vesalius"	1
"(12)virginia"	1
"12-week-old"	1
"(12)wellcome"	1
"12x"	1
"1/2-year"	1
"12 years"	1
"12-z"	1
"1/2α"	1
"$12 419"	1
"(~ 12 °c"	1
"12 cm)"	1
"12 hours"	1
"(12 mg/kg/d)"	1
"≥ 12 mm"	1
"<12 months"	1
">12 months"	1
"~13%"	1
"<1/3"	1
"(-13"	1
"((13"	1
"(1-3"	1
"(1-3%)"	1
"(1/3"	1
"(13%)("	1
"[13%]"	1
"*1/*3"	1
"±13"	1
"1×3"	1
"1-3%"	1
"1–3"	1
"13)]"	1
"=130)"	1
"(1-30)"	1
"(130%"	1
"[130"	1
"1-30"	1
"13005"	1
"(130/146)"	1
"130/152"	1
"-1301c"	1
"1302"	1
"130-2"	1
"130-22"	1
"130-2494)"	1
"130-270"	1
"(130/338)"	1
"1304"	1
"(130/499)"	1
"1305-4650"	1
"-1306"	1
"-1306c-->t"	1
"(-1306c/t"	1
"130/80"	1
"-130b"	1
"(130)children"	1
"[131"	1
"$131"	1
"1-31"	1
"1/31"	1
"1/31)"	1
"(13/101)"	1
"(131±10)"	1
"(131/146)"	1
"(131/159)"	1
"(13/126"	1
"1313"	1
"(13/13)"	1
"13-13"	1
"13/13)"	1
"13-131)"	1
"1314"	1
"1/3-1/4"	1
"13/14"	1
"(13/14)in"	1
"(13/15"	1
"(13/15)"	1
"13-15)"	1
"13-15]"	1
"13-15%"	1
"13/15"	1
"13%-15%"	1
"1315-9"	1
"(1316"	1
"(13/16)"	1
"(1317"	1
"13-17%"	1
"(13/173)"	1
"(13/174)"	1
"13-18"	1
"13-18 years"	1
"(13/19"	1
"13-19"	1
"13/19"	1
"13-1978"	1
"[131i]"	1
"[131-i]tri-iodothyronine"	1
"(1/32)"	1
"[132"	1
"1-32)"	1
"1/32"	1
"132%"	1
"=1320)"	1
"13-20)"	1
"13/20)"	1
"13-2000"	1
"1321"	1
"132 - 19"	1
"(13/22)"	1
"1322a>g"	1
"(13-22y)"	1
"13/23)"	1
"132/317])"	1
"132/327"	1
"(132/393)"	1
"1324"	1
"-1324"	1
"(13/24"	1
"13/24"	1
"13-240)"	1
"1325"	1
"13-25"	1
"(13-25 years"	1
"1326"	1
"13-26"	1
"13/26"	1
"13(26%)"	1
"1327"	1
"1328"	1
"[13/28]"	1
"13/28)"	1
"-1329"	1
"(1329"	1
"(13/29)"	1
"132 506"	1
"(13)3"	1
"1/33"	1
"1±33"	1
"133]"	1
"133])"	1
"133%"	1
"1330"	1
"13 310"	1
"1332"	1
"1333"	1
"1334"	1
"1337"	1
"(1/337"	1
"133-792"	1
"13385"	1
"1339"	1
"(13)3rd"	1
"(1/34"	1
"13-4"	1
"134-090"	1
"134±110"	1
"-1342"	1
"(134225)"	1
"134/324"	1
"(134/338)"	1
"-1343-5p)"	1
"134(4)"	1
"(134/432)"	1
"1345"	1
"(13/45"	1
"(13/45)"	1
"13/45"	1
"1346)"	1
"1348"	1
"1349"	1
"(13-49"	1
"13-49)"	1
"(13/499)"	1
"134e(-5))"	1
"(134)health"	1
"(135"	1
"(135%)"	1
"1/35"	1
"13-5"	1
"135)]"	1
"1350"	1
"(1-350)"	1
"13/50"	1
"135-0"	1
"13509"	1
"1352"	1
"1352)"	1
"1/35-24"	1
"135-295"	1
"1353/pbm"	1
"13-55)"	1
"13553"	1
"1356"	1
"1357"	1
"(13/57)"	1
"135a"	1
"(135)ifb"	1
"135 cycles"	1
"-136"	1
"(-136"	1
"#136"	1
"13±6"	1
"13±6)"	1
"13 ± 6"	1
"1360"	1
"1361"	1
"1-3-6-12"	1
"(-136/-124"	1
"(1362"	1
